Coding_and_Algorithms,UI_and_Visual_Design,Data_and_Analytics,Math_and_Predictive_Modeling,Infrastructure_and_Automation,Security_and_Networking,Business_and_Product_Strategy,System_Architecture_and_APIs,Career Label
3,1,2,1,1,1,5,1,Non-Tech
2,2,3,2,1,1,5,1,Non-Tech
1,3,2,2,1,2,5,1,Non-Tech
1,2,3,1,1,2,4,2,Non-Tech
2,2,2,1,2,1,5,1,Non-Tech
1,2,3,1,2,1,5,2,Non-Tech
1,2,1,1,1,1,4,1,Non-Tech
1,2,2,1,2,1,5,1,Non-Tech
1,2,1,1,2,1,5,1,Non-Tech
1,3,2,1,2,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,3,2,2,1,1,5,1,Non-Tech
1,2,3,2,1,2,5,1,Non-Tech
2,2,2,2,1,1,5,2,Non-Tech
1,3,2,1,2,1,5,1,Non-Tech
1,2,1,1,1,2,5,1,Non-Tech
1,2,3,2,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
2,3,2,2,1,1,5,2,Non-Tech
1,1,3,1,1,1,5,1,Non-Tech
1,2,1,1,2,1,4,1,Non-Tech
1,2,2,1,1,1,5,2,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,2,1,1,1,1,5,1,Non-Tech
2,1,2,2,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,1,3,1,1,1,5,1,Non-Tech
1,3,2,1,1,1,5,1,Non-Tech
1,3,3,1,1,2,5,1,Non-Tech
1,2,1,1,1,1,5,3,Non-Tech
1,2,1,1,1,1,5,2,Non-Tech
1,3,2,1,1,1,4,2,Non-Tech
1,3,1,1,1,1,5,1,Non-Tech
1,2,2,1,2,1,5,1,Non-Tech
1,1,2,2,1,1,5,1,Non-Tech
1,3,3,1,1,1,5,1,Non-Tech
1,2,2,1,1,2,4,1,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
1,2,4,2,1,1,5,1,Non-Tech
1,1,2,1,1,1,4,1,Non-Tech
1,3,3,1,1,1,5,2,Non-Tech
1,2,1,1,1,1,4,1,Non-Tech
1,2,1,1,1,1,5,1,Non-Tech
2,2,2,2,1,2,5,2,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
1,2,1,1,1,1,4,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,1,1,1,1,2,5,1,Non-Tech
2,2,1,2,1,1,5,2,Non-Tech
1,1,2,1,1,1,5,2,Non-Tech
1,1,2,1,1,1,5,2,Non-Tech
1,3,2,1,2,2,5,1,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
1,2,1,1,1,1,4,1,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
1,3,2,2,2,2,5,2,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
1,1,2,1,2,1,4,1,Non-Tech
2,3,2,2,3,1,4,1,Non-Tech
1,2,1,1,1,1,5,1,Non-Tech
1,2,1,1,1,1,5,1,Non-Tech
2,2,1,2,1,2,4,1,Non-Tech
1,2,2,2,1,2,4,2,Non-Tech
1,2,2,1,1,1,5,2,Non-Tech
1,2,3,1,2,1,4,2,Non-Tech
1,2,2,1,1,1,5,2,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
2,2,1,2,1,1,5,1,Non-Tech
2,1,3,1,1,1,5,1,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
2,2,3,1,1,1,5,2,Non-Tech
1,2,2,1,1,3,5,1,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
1,3,2,1,1,1,5,1,Non-Tech
2,3,1,1,1,1,4,1,Non-Tech
2,2,1,1,1,1,5,1,Non-Tech
2,2,3,1,1,1,5,1,Non-Tech
1,3,2,1,1,2,5,1,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
1,1,2,2,1,1,5,1,Non-Tech
2,3,1,1,1,1,4,2,Non-Tech
1,2,2,1,2,2,5,2,Non-Tech
1,2,3,2,1,1,5,1,Non-Tech
1,2,2,1,2,1,5,3,Non-Tech
1,3,1,2,2,2,4,1,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
1,1,2,1,2,1,4,1,Non-Tech
1,2,3,2,1,1,4,1,Non-Tech
1,3,2,1,1,2,5,2,Non-Tech
1,2,2,1,2,1,5,1,Non-Tech
1,3,1,1,1,1,4,2,Non-Tech
1,2,1,1,1,1,5,1,Non-Tech
1,1,3,1,2,1,5,1,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
1,2,3,1,1,2,5,1,Non-Tech
2,2,2,1,1,2,5,2,Non-Tech
1,1,1,1,1,1,5,1,Non-Tech
1,1,3,1,1,1,4,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
2,3,1,2,1,1,4,2,Non-Tech
2,1,1,1,1,1,4,1,Non-Tech
1,1,1,2,2,1,5,1,Non-Tech
1,2,3,2,1,1,4,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
2,2,1,2,1,1,5,1,Non-Tech
1,3,2,2,1,1,5,1,Non-Tech
1,1,2,1,1,1,4,1,Non-Tech
1,1,2,1,1,1,5,1,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
1,2,2,2,1,1,4,1,Non-Tech
1,1,1,1,1,1,5,1,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
2,2,3,1,2,2,5,2,Non-Tech
1,3,3,1,2,1,5,1,Non-Tech
1,2,3,1,1,1,5,2,Non-Tech
1,1,3,1,1,1,5,2,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
1,2,1,1,1,1,5,1,Non-Tech
1,3,2,1,1,2,4,2,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,1,2,1,1,1,5,1,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
2,2,2,1,2,1,5,1,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
1,1,3,1,1,2,5,1,Non-Tech
1,2,1,2,1,1,5,1,Non-Tech
1,1,2,1,2,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,1,2,1,1,1,5,1,Non-Tech
1,3,2,1,2,1,5,1,Non-Tech
2,2,3,2,1,1,5,1,Non-Tech
1,2,1,2,1,1,5,1,Non-Tech
2,1,3,1,2,1,5,1,Non-Tech
1,2,1,1,1,1,4,1,Non-Tech
1,2,2,1,1,2,5,1,Non-Tech
2,1,2,1,2,1,5,1,Non-Tech
1,1,1,1,2,1,5,1,Non-Tech
1,2,2,2,1,1,4,1,Non-Tech
2,1,1,2,2,1,5,1,Non-Tech
2,3,2,1,1,2,5,1,Non-Tech
1,1,2,1,1,2,5,1,Non-Tech
1,1,2,3,1,1,5,1,Non-Tech
1,1,1,2,1,2,5,2,Non-Tech
3,2,2,2,1,1,5,1,Non-Tech
1,3,3,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,2,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
1,2,3,1,1,2,5,1,Non-Tech
1,2,3,1,1,2,5,1,Non-Tech
1,1,2,1,1,2,5,1,Non-Tech
1,2,1,2,1,1,3,1,Non-Tech
2,2,2,1,2,2,5,2,Non-Tech
1,3,3,1,1,1,5,1,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,2,Non-Tech
1,3,2,1,1,2,4,1,Non-Tech
1,1,2,1,1,1,5,1,Non-Tech
2,1,1,1,2,1,5,2,Non-Tech
1,2,3,1,1,2,5,1,Non-Tech
1,1,2,1,2,1,5,1,Non-Tech
1,3,1,2,2,1,4,1,Non-Tech
2,1,3,1,1,2,5,1,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
2,3,3,1,1,1,4,1,Non-Tech
1,1,1,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,1,2,1,2,1,5,1,Non-Tech
1,2,1,1,1,1,5,1,Non-Tech
1,3,2,1,1,2,4,2,Non-Tech
1,1,3,1,1,1,5,2,Non-Tech
1,1,2,2,2,1,5,1,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
2,2,2,1,1,2,5,2,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,1,3,1,1,1,5,1,Non-Tech
2,2,2,1,2,1,4,1,Non-Tech
1,3,2,1,1,1,5,2,Non-Tech
2,3,2,1,1,1,5,2,Non-Tech
1,2,2,1,2,1,4,1,Non-Tech
2,2,2,1,1,1,5,2,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
1,3,3,1,1,1,5,1,Non-Tech
1,2,2,2,1,2,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,1,3,1,1,1,5,2,Non-Tech
1,3,2,1,1,1,5,1,Non-Tech
1,1,2,1,1,2,5,1,Non-Tech
1,2,2,1,2,1,5,1,Non-Tech
1,2,2,2,1,1,5,3,Non-Tech
2,2,3,1,1,1,5,2,Non-Tech
1,2,3,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,2,Non-Tech
2,2,2,1,1,1,4,1,Non-Tech
2,1,2,1,1,1,5,1,Non-Tech
1,2,3,1,1,1,4,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,2,2,2,1,1,5,1,Non-Tech
1,2,2,1,1,1,4,2,Non-Tech
2,1,3,1,1,1,5,2,Non-Tech
1,3,1,1,1,2,5,2,Non-Tech
1,1,2,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
2,1,2,2,1,1,5,1,Non-Tech
2,1,1,1,1,1,5,1,Non-Tech
2,2,3,1,1,1,4,1,Non-Tech
1,2,1,1,2,2,4,1,Non-Tech
1,3,2,1,1,1,5,1,Non-Tech
1,2,2,1,1,2,5,2,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,3,2,2,1,1,4,1,Non-Tech
1,1,2,2,2,1,5,1,Non-Tech
1,2,2,1,2,1,5,1,Non-Tech
1,3,2,1,1,1,5,2,Non-Tech
1,3,2,1,1,2,4,1,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
1,3,3,1,1,2,5,1,Non-Tech
1,3,2,1,1,1,5,1,Non-Tech
2,2,2,1,1,1,4,1,Non-Tech
1,2,3,1,1,2,4,1,Non-Tech
1,2,3,1,2,1,5,2,Non-Tech
2,2,2,1,2,1,5,1,Non-Tech
1,1,1,1,1,2,4,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
2,2,2,1,1,1,4,1,Non-Tech
1,3,3,2,1,2,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,3,2,2,1,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,4,1,Non-Tech
1,4,2,1,1,1,5,1,Non-Tech
1,2,1,1,1,1,4,2,Non-Tech
2,3,1,1,1,1,5,1,Non-Tech
1,2,2,1,1,1,4,2,Non-Tech
1,4,2,1,1,2,5,1,Non-Tech
1,2,2,1,1,1,5,2,Non-Tech
1,2,2,1,2,1,5,1,Non-Tech
1,1,2,3,1,1,5,1,Non-Tech
2,2,2,1,1,1,5,1,Non-Tech
1,2,3,2,1,2,5,2,Non-Tech
1,2,3,1,1,2,5,1,Non-Tech
1,1,2,1,2,1,5,1,Non-Tech
1,2,2,1,1,1,5,1,Non-Tech
1,3,2,2,1,1,4,1,Non-Tech
1,1,2,1,2,1,4,1,Non-Tech
1,1,2,1,2,1,5,1,Non-Tech
5,2,3,3,4,3,1,4,Software Engineer
4,2,3,2,4,3,3,5,Software Engineer
5,1,3,2,4,3,2,4,Software Engineer
5,1,3,2,4,3,2,4,Software Engineer
5,3,3,3,3,3,2,3,Software Engineer
4,2,2,3,5,4,2,4,Software Engineer
4,2,3,3,4,3,3,3,Software Engineer
5,2,3,4,4,3,2,4,Software Engineer
5,2,4,3,5,2,1,4,Software Engineer
5,2,3,3,5,3,2,4,Software Engineer
5,3,3,3,4,3,2,4,Software Engineer
5,2,4,4,3,4,2,3,Software Engineer
5,2,4,2,4,3,2,5,Software Engineer
5,2,4,3,4,1,2,4,Software Engineer
4,2,3,3,3,2,1,3,Software Engineer
5,2,2,3,4,3,1,4,Software Engineer
5,2,2,3,3,3,3,4,Software Engineer
5,2,3,2,3,3,1,4,Software Engineer
5,2,2,3,3,2,2,4,Software Engineer
5,3,4,3,4,3,2,5,Software Engineer
5,2,3,4,4,4,2,4,Software Engineer
5,1,3,4,3,3,2,4,Software Engineer
5,2,2,4,2,2,2,3,Software Engineer
5,2,4,3,4,4,2,4,Software Engineer
5,2,4,3,5,3,2,3,Software Engineer
5,2,3,3,5,3,1,4,Software Engineer
5,3,4,3,4,3,2,5,Software Engineer
5,2,3,3,5,3,2,4,Software Engineer
5,2,3,3,4,4,3,4,Software Engineer
5,2,3,3,4,3,3,3,Software Engineer
5,3,5,3,2,4,1,4,Software Engineer
5,2,3,3,4,2,3,5,Software Engineer
5,2,3,4,3,4,2,4,Software Engineer
5,3,4,2,4,3,2,3,Software Engineer
4,2,4,4,5,2,2,4,Software Engineer
4,2,3,3,5,4,3,4,Software Engineer
5,2,3,4,3,3,2,4,Software Engineer
4,2,4,4,4,3,1,4,Software Engineer
4,1,3,3,4,2,3,5,Software Engineer
5,2,2,4,3,3,1,4,Software Engineer
5,2,3,3,4,4,1,3,Software Engineer
4,2,4,3,4,2,3,4,Software Engineer
5,2,4,3,4,2,2,4,Software Engineer
5,2,4,4,4,3,2,4,Software Engineer
5,2,3,3,4,2,2,4,Software Engineer
4,2,4,2,4,4,2,4,Software Engineer
5,1,3,2,5,2,1,4,Software Engineer
4,2,4,3,4,2,2,4,Software Engineer
5,1,3,3,4,4,2,3,Software Engineer
5,3,3,2,4,3,2,4,Software Engineer
4,2,2,4,4,4,1,5,Software Engineer
5,2,4,3,4,3,3,3,Software Engineer
5,3,3,3,4,3,2,4,Software Engineer
5,2,3,3,3,3,3,5,Software Engineer
5,2,3,3,4,3,2,3,Software Engineer
5,2,3,3,4,3,4,5,Software Engineer
5,2,3,2,4,5,2,5,Software Engineer
5,2,4,3,4,2,2,4,Software Engineer
5,2,3,4,4,3,2,4,Software Engineer
5,1,4,2,3,3,1,4,Software Engineer
5,2,3,3,5,3,3,4,Software Engineer
5,1,3,3,4,2,1,3,Software Engineer
5,3,3,2,4,2,1,4,Software Engineer
5,2,3,4,5,2,2,4,Software Engineer
5,2,2,3,4,4,2,4,Software Engineer
5,2,3,1,3,3,2,4,Software Engineer
5,1,4,3,4,3,2,4,Software Engineer
5,2,3,3,4,3,2,5,Software Engineer
5,3,3,2,4,4,2,4,Software Engineer
5,3,3,3,4,3,1,4,Software Engineer
5,3,3,4,4,3,2,5,Software Engineer
5,2,2,3,4,2,2,4,Software Engineer
5,2,3,4,3,4,2,4,Software Engineer
5,1,2,3,5,3,2,4,Software Engineer
5,2,4,3,4,2,1,5,Software Engineer
5,2,3,2,4,3,3,4,Software Engineer
5,1,3,3,3,2,1,3,Software Engineer
5,1,4,4,4,2,2,5,Software Engineer
5,2,3,2,5,3,1,3,Software Engineer
5,2,3,3,4,3,2,4,Software Engineer
5,2,2,4,4,3,3,5,Software Engineer
5,2,3,3,4,3,1,3,Software Engineer
5,1,3,4,4,3,2,5,Software Engineer
5,2,4,3,5,3,2,4,Software Engineer
4,2,4,3,4,3,2,4,Software Engineer
5,2,2,3,4,3,2,4,Software Engineer
5,2,2,3,3,3,1,4,Software Engineer
5,3,3,4,4,3,2,5,Software Engineer
5,2,4,4,4,4,2,4,Software Engineer
5,3,3,2,4,3,2,4,Software Engineer
5,2,3,2,4,3,2,4,Software Engineer
5,2,2,3,4,3,1,5,Software Engineer
5,1,3,4,4,2,3,4,Software Engineer
5,2,4,3,4,3,2,4,Software Engineer
5,3,3,2,3,3,3,5,Software Engineer
5,2,3,3,4,3,2,4,Software Engineer
5,1,2,3,4,4,2,5,Software Engineer
5,3,3,3,3,2,2,4,Software Engineer
5,2,3,3,3,2,3,3,Software Engineer
5,2,2,3,4,3,1,5,Software Engineer
5,2,3,3,5,3,2,3,Software Engineer
5,3,2,2,4,3,1,5,Software Engineer
4,1,3,3,3,3,2,3,Software Engineer
5,2,2,3,5,3,1,4,Software Engineer
4,2,3,3,4,4,2,4,Software Engineer
5,1,3,2,4,3,2,4,Software Engineer
5,2,2,4,5,2,2,4,Software Engineer
5,2,3,4,4,3,1,5,Software Engineer
4,1,3,3,3,4,2,5,Software Engineer
5,3,4,3,4,3,1,4,Software Engineer
5,1,3,3,5,4,3,4,Software Engineer
5,2,3,3,4,2,2,3,Software Engineer
4,3,2,3,4,3,1,3,Software Engineer
5,1,3,4,4,3,1,4,Software Engineer
5,3,2,3,5,3,3,4,Software Engineer
5,2,3,3,5,4,3,5,Software Engineer
4,3,4,1,4,3,1,5,Software Engineer
5,2,3,3,5,3,2,4,Software Engineer
5,2,3,4,5,3,1,5,Software Engineer
5,2,4,3,5,3,2,4,Software Engineer
4,2,4,3,5,2,3,4,Software Engineer
4,2,2,3,4,4,2,4,Software Engineer
4,1,4,3,4,3,3,5,Software Engineer
5,2,3,4,3,3,2,4,Software Engineer
5,2,4,3,4,3,3,4,Software Engineer
5,2,4,3,3,3,3,4,Software Engineer
4,2,4,4,4,3,2,4,Software Engineer
5,2,3,4,3,3,3,5,Software Engineer
4,2,3,4,3,3,2,5,Software Engineer
5,1,3,4,4,2,2,5,Software Engineer
5,2,4,4,4,2,1,3,Software Engineer
4,1,3,3,4,3,1,4,Software Engineer
4,3,4,2,5,3,2,4,Software Engineer
5,2,4,3,3,4,2,5,Software Engineer
5,1,3,3,4,3,2,4,Software Engineer
5,3,3,3,5,3,3,4,Software Engineer
5,1,3,4,4,2,2,4,Software Engineer
5,3,3,3,4,4,3,4,Software Engineer
4,2,5,3,5,2,2,2,Software Engineer
5,3,4,3,4,3,3,5,Software Engineer
4,1,3,4,4,3,2,4,Software Engineer
5,2,3,3,4,2,1,5,Software Engineer
5,2,4,2,5,3,2,3,Software Engineer
5,2,3,3,3,3,2,5,Software Engineer
5,3,3,3,4,3,3,4,Software Engineer
5,3,3,3,3,3,2,4,Software Engineer
5,3,3,4,3,3,2,5,Software Engineer
5,1,2,3,4,4,2,3,Software Engineer
5,2,3,3,3,3,2,5,Software Engineer
5,2,3,3,3,3,1,4,Software Engineer
5,1,3,2,3,3,2,5,Software Engineer
4,3,4,3,4,2,1,5,Software Engineer
5,2,2,3,3,3,2,3,Software Engineer
5,1,4,2,4,1,2,3,Software Engineer
5,4,3,4,4,3,2,3,Software Engineer
5,1,4,2,4,3,1,4,Software Engineer
5,3,4,3,4,4,2,4,Software Engineer
5,1,3,3,4,3,2,4,Software Engineer
5,3,4,3,4,3,3,4,Software Engineer
5,2,2,3,4,3,3,4,Software Engineer
5,2,4,3,4,4,2,3,Software Engineer
5,2,3,3,5,3,2,4,Software Engineer
5,1,3,3,3,3,2,3,Software Engineer
5,2,3,3,5,3,1,4,Software Engineer
5,2,3,2,4,3,2,5,Software Engineer
4,2,3,2,4,3,2,4,Software Engineer
5,1,2,3,5,3,3,4,Software Engineer
5,2,3,3,5,3,2,4,Software Engineer
5,1,3,3,4,3,2,4,Software Engineer
4,2,3,3,3,2,2,4,Software Engineer
5,2,2,3,5,3,3,4,Software Engineer
4,2,4,3,4,4,3,4,Software Engineer
5,2,3,4,4,3,2,4,Software Engineer
5,2,2,2,5,3,1,3,Software Engineer
5,2,3,3,4,4,2,4,Software Engineer
5,2,3,3,4,3,3,5,Software Engineer
4,1,3,3,4,4,1,4,Software Engineer
5,3,2,3,4,3,2,4,Software Engineer
5,1,3,3,4,4,1,4,Software Engineer
4,2,3,3,4,3,1,5,Software Engineer
5,3,4,2,4,3,3,5,Software Engineer
5,2,3,3,4,3,2,5,Software Engineer
5,1,3,4,5,3,3,4,Software Engineer
5,3,4,3,4,3,1,4,Software Engineer
5,2,4,4,3,3,2,4,Software Engineer
5,1,4,3,4,3,3,3,Software Engineer
5,3,4,3,4,4,2,4,Software Engineer
5,3,3,3,5,3,2,4,Software Engineer
5,2,2,3,4,2,2,4,Software Engineer
5,2,2,3,5,4,2,3,Software Engineer
5,1,4,4,4,3,2,5,Software Engineer
5,2,3,4,4,2,2,4,Software Engineer
5,2,3,3,4,3,1,3,Software Engineer
5,2,3,3,5,3,3,4,Software Engineer
5,1,1,3,4,3,3,4,Software Engineer
5,3,3,2,4,3,2,3,Software Engineer
5,1,4,3,4,3,1,3,Software Engineer
5,1,2,3,4,3,2,3,Software Engineer
5,2,3,3,3,3,3,5,Software Engineer
4,2,3,3,3,3,2,4,Software Engineer
5,2,3,4,4,2,2,4,Software Engineer
4,2,3,3,5,3,2,5,Software Engineer
4,2,2,2,4,4,2,4,Software Engineer
5,3,4,3,4,2,1,3,Software Engineer
5,2,3,2,4,4,2,3,Software Engineer
5,2,3,3,4,3,2,3,Software Engineer
4,2,3,3,4,3,2,4,Software Engineer
5,3,3,4,4,3,2,5,Software Engineer
5,2,3,3,5,4,2,3,Software Engineer
5,2,2,2,3,4,2,4,Software Engineer
5,3,3,2,4,3,3,5,Software Engineer
4,1,3,3,4,5,2,4,Software Engineer
5,3,2,4,4,3,2,4,Software Engineer
5,1,3,3,4,2,2,4,Software Engineer
5,2,3,4,3,3,2,4,Software Engineer
5,3,3,4,3,3,2,4,Software Engineer
5,2,2,3,4,4,1,3,Software Engineer
5,2,3,2,4,3,3,4,Software Engineer
5,2,3,2,5,4,3,4,Software Engineer
5,2,4,3,5,2,2,4,Software Engineer
5,1,3,3,4,4,2,4,Software Engineer
5,1,3,3,5,3,1,4,Software Engineer
4,1,2,3,3,2,2,4,Software Engineer
5,2,3,2,4,4,2,3,Software Engineer
5,1,3,3,4,3,2,4,Software Engineer
5,2,3,3,3,5,2,4,Software Engineer
4,2,2,3,4,3,3,4,Software Engineer
5,2,4,3,4,2,1,4,Software Engineer
5,2,3,3,4,4,3,3,Software Engineer
5,1,4,3,4,4,3,4,Software Engineer
5,1,3,3,4,3,1,4,Software Engineer
5,2,3,3,4,3,2,4,Software Engineer
5,2,4,2,4,3,3,4,Software Engineer
5,2,4,4,4,2,2,5,Software Engineer
5,2,3,3,4,4,1,5,Software Engineer
5,2,3,1,4,3,2,4,Software Engineer
5,2,4,3,3,3,2,3,Software Engineer
5,1,3,2,4,3,2,4,Software Engineer
5,2,4,2,4,4,3,4,Software Engineer
5,4,4,2,4,3,3,5,Software Engineer
5,2,4,2,4,3,3,4,Software Engineer
4,1,3,3,4,2,3,4,Software Engineer
5,1,3,3,5,3,2,4,Software Engineer
5,3,2,4,3,3,2,5,Software Engineer
5,2,4,3,3,3,2,4,Software Engineer
4,2,2,4,5,4,2,5,Software Engineer
5,3,4,2,5,3,2,4,Software Engineer
5,3,3,3,4,4,2,5,Software Engineer
5,1,3,4,3,3,2,3,Software Engineer
4,3,2,3,4,3,2,4,Software Engineer
4,2,3,3,3,3,1,4,Software Engineer
5,2,3,3,4,3,2,3,Software Engineer
5,2,3,3,4,3,3,4,Software Engineer
5,3,2,3,4,4,2,5,Software Engineer
5,2,3,3,3,3,2,4,Software Engineer
5,2,2,4,5,4,1,4,Software Engineer
4,1,4,3,5,3,2,4,Software Engineer
5,3,3,2,3,3,2,3,Software Engineer
5,1,3,3,4,3,3,4,Software Engineer
4,1,2,2,4,4,2,5,Software Engineer
5,3,3,3,4,2,2,4,Software Engineer
5,2,3,1,3,2,2,5,Software Engineer
5,1,3,3,4,2,3,5,Software Engineer
5,2,2,4,5,3,1,5,Software Engineer
5,2,3,4,4,3,2,4,Software Engineer
5,3,2,3,5,3,2,4,Software Engineer
5,1,3,3,5,4,3,4,Software Engineer
5,2,2,3,3,3,1,4,Software Engineer
5,2,3,3,5,2,2,4,Software Engineer
5,2,4,3,5,3,3,4,Software Engineer
5,3,3,2,3,3,3,5,Software Engineer
5,3,4,3,4,1,3,3,Software Engineer
5,2,2,4,4,3,2,4,Software Engineer
5,3,3,3,4,4,2,4,Software Engineer
4,2,3,4,3,4,1,4,Software Engineer
5,2,3,3,3,2,2,4,Software Engineer
5,3,4,3,4,2,2,4,Software Engineer
5,1,3,3,4,4,2,4,Software Engineer
5,1,3,3,4,3,1,3,Software Engineer
5,1,3,3,5,4,3,5,Software Engineer
5,2,3,3,3,3,2,4,Software Engineer
4,2,3,3,4,5,3,4,Software Engineer
5,1,2,3,4,4,2,4,Software Engineer
4,2,2,4,5,2,2,5,Software Engineer
3,2,4,3,4,2,2,4,Software Engineer
5,2,3,3,4,3,1,3,Software Engineer
5,3,3,3,4,3,1,4,Software Engineer
5,2,2,3,5,3,1,4,Software Engineer
4,2,3,4,5,3,1,4,Software Engineer
4,1,3,3,4,3,3,4,Software Engineer
5,2,3,3,5,3,2,5,Software Engineer
5,2,1,3,4,3,1,4,Software Engineer
5,2,3,3,4,3,3,4,Software Engineer
5,2,3,3,3,3,3,4,Software Engineer
5,2,3,3,3,3,2,4,Software Engineer
5,2,3,3,3,4,2,3,Software Engineer
5,1,4,4,4,3,1,3,Software Engineer
5,2,3,4,4,3,2,4,Software Engineer
5,2,4,3,4,3,2,3,Software Engineer
5,2,3,2,4,3,3,3,Software Engineer
5,2,3,2,2,3,2,3,Software Engineer
5,3,3,3,4,2,1,5,Software Engineer
4,2,4,3,4,2,2,4,Software Engineer
5,2,4,3,4,3,3,5,Software Engineer
5,1,3,3,4,2,2,4,Software Engineer
5,2,3,3,4,4,3,4,Software Engineer
5,2,3,3,4,3,3,4,Software Engineer
5,2,4,3,5,3,2,3,Software Engineer
4,2,3,3,4,2,3,5,Software Engineer
4,1,4,3,4,3,2,4,Software Engineer
5,2,3,2,4,3,2,5,Software Engineer
5,2,3,4,4,2,2,4,Software Engineer
4,2,3,3,4,3,3,4,Software Engineer
5,3,2,4,3,3,2,4,Software Engineer
5,2,3,4,3,2,3,4,Software Engineer
5,2,2,3,5,4,2,4,Software Engineer
5,2,3,3,4,3,2,4,Software Engineer
5,1,3,4,5,3,1,3,Software Engineer
5,2,4,3,4,4,2,4,Software Engineer
3,3,2,3,3,2,2,5,Software Engineer
5,2,2,2,3,3,2,4,Software Engineer
5,2,3,3,4,3,2,3,Software Engineer
5,1,2,3,4,3,2,4,Software Engineer
5,2,3,3,4,2,2,4,Software Engineer
5,3,3,3,4,2,2,4,Software Engineer
5,3,3,3,4,4,2,3,Software Engineer
4,2,3,3,4,3,2,4,Software Engineer
5,2,3,3,4,4,2,5,Software Engineer
5,2,3,3,4,3,3,4,Software Engineer
5,2,4,2,5,2,2,4,Software Engineer
5,3,2,3,3,3,3,3,Software Engineer
5,2,4,3,4,3,1,5,Software Engineer
5,2,3,3,3,3,2,4,Software Engineer
5,1,3,4,3,2,2,4,Software Engineer
5,3,3,4,4,4,2,4,Software Engineer
5,3,3,2,4,2,1,5,Software Engineer
4,3,3,3,4,3,1,4,Software Engineer
5,2,3,3,5,3,2,4,Software Engineer
5,3,3,3,5,3,2,3,Software Engineer
4,1,1,3,4,3,1,4,Software Engineer
5,3,4,4,3,3,2,3,Software Engineer
5,2,4,2,4,4,2,3,Software Engineer
5,2,3,2,5,3,2,4,Software Engineer
5,1,3,4,5,3,3,5,Software Engineer
5,2,2,3,5,4,2,3,Software Engineer
5,2,3,3,4,4,2,4,Software Engineer
5,1,4,3,3,2,3,4,Software Engineer
5,2,2,3,3,2,2,4,Software Engineer
5,2,3,2,4,2,2,5,Software Engineer
5,3,3,3,5,3,2,3,Software Engineer
5,1,2,4,4,3,1,4,Software Engineer
5,2,4,2,4,3,2,4,Software Engineer
5,3,4,2,3,3,2,5,Software Engineer
